76   0.2 True 40000 1 2 2
77   0.2 True 40000 1 2 10
78   0.2 True 40000 1 3 0.05
79   0.2 True 40000 1 3 0.1
80   0.2 True 40000 1 3 0.2
81   0.2 True 40000 1 3 0.5
82   0.2 True 40000 1 3 1
83   0.2 True 40000 1 3 2
84   0.2 True 40000 1 3 10
85   0.2 True None 1 1 0.05
86   0.2 True None 1 1 0.1
87   0.2 True None 1 1 0.2
88   0.2 True None 1 1 0.5
89   0.2 True None 1 1 1
90   0.2 True None 1 1 2
91   0.2 True None 1 1 10
92   0.2 True None 1 2 0.05
93   0.2 True None 1 2 0.1
94   0.2 True None 1 2 0.2
95   0.2 True None 1 2 0.5
96   0.2 True None 1 2 1
97   0.2 True None 1 2 2
98   0.2 True None 1 2 10
99   0.2 True None 1 3 0.05
100   0.2 True None 1 3 0.1
101   0.2 True None 1 3 0.2
102   0.2 True None 1 3 0.5
103   0.2 True None 1 3 1
104   0.2 True None 1 3 2
105   0.2 True None 1 3 10
106   0.2 False 5000 1 1 0.05
107   0.2 False 5000 1 1 0.1
108   0.2 False 5000 1 1 0.2
109   0.2 False 5000 1 1 0.5
110   0.2 False 5000 1 1 1
111   0.2 False 5000 1 1 2
112   0.2 False 5000 1 1 10
113   0.2 False 5000 1 2 0.05
114   0.2 False 5000 1 2 0.1
115   0.2 False 5000 1 2 0.2
116   0.2 False 5000 1 2 0.5
117   0.2 False 5000 1 2 1
118   0.2 False 5000 1 2 2
119   0.2 False 5000 1 2 10
120   0.2 False 5000 1 3 0.05
121   0.2 False 5000 1 3 0.1
122   0.2 False 5000 1 3 0.2
123   0.2 False 5000 1 3 0.5
124   0.2 False 5000 1 3 1
125   0.2 False 5000 1 3 2
126   0.2 False 5000 1 3 10
127   0.2 False 10000 1 1 0.05
128   0.2 False 10000 1 1 0.1
129   0.2 False 10000 1 1 0.2
130   0.2 False 10000 1 1 0.5
131   0.2 False 10000 1 1 1
132   0.2 False 10000 1 1 2
133   0.2 False 10000 1 1 10
134   0.2 False 10000 1 2 0.05
135   0.2 False 10000 1 2 0.1
136   0.2 False 10000 1 2 0.2
137   0.2 False 10000 1 2 0.5
138   0.2 False 10000 1 2 1
139   0.2 False 10000 1 2 2
140   0.2 False 10000 1 2 10
141   0.2 False 10000 1 3 0.05
142   0.2 False 10000 1 3 0.1
143   0.2 False 10000 1 3 0.2
144   0.2 False 10000 1 3 0.5
145   0.2 False 10000 1 3 1
146   0.2 False 10000 1 3 2
147   0.2 False 10000 1 3 10
148   0.2 False 20000 1 1 0.05
149   0.2 False 20000 1 1 0.1
150   0.2 False 20000 1 1 0.2
151   0.2 False 20000 1 1 0.5
152   0.2 False 20000 1 1 1
153   0.2 False 20000 1 1 2
154   0.2 False 20000 1 1 10
155   0.2 False 20000 1 2 0.05
156   0.2 False 20000 1 2 0.1
157   0.2 False 20000 1 2 0.2
158   0.2 False 20000 1 2 0.5
159   0.2 False 20000 1 2 1
160   0.2 False 20000 1 2 2
161   0.2 False 20000 1 2 10
162   0.2 False 20000 1 3 0.05
163   0.2 False 20000 1 3 0.1
164   0.2 False 20000 1 3 0.2
165   0.2 False 20000 1 3 0.5
166   0.2 False 20000 1 3 1
167   0.2 False 20000 1 3 2
168   0.2 False 20000 1 3 10
169   0.2 False 40000 1 1 0.05
170   0.2 False 40000 1 1 0.1
171   0.2 False 40000 1 1 0.2
172   0.2 False 40000 1 1 0.5
173   0.2 False 40000 1 1 1
174   0.2 False 40000 1 1 2
175   0.2 False 40000 1 1 10
176   0.2 False 40000 1 2 0.05
177   0.2 False 40000 1 2 0.1
178   0.2 False 40000 1 2 0.2
179   0.2 False 40000 1 2 0.5
180   0.2 False 40000 1 2 1
181   0.2 False 40000 1 2 2
182   0.2 False 40000 1 2 10
183   0.2 False 40000 1 3 0.05
184   0.2 False 40000 1 3 0.1
185   0.2 False 40000 1 3 0.2
186   0.2 False 40000 1 3 0.5
187   0.2 False 40000 1 3 1
188   0.2 False 40000 1 3 2
189   0.2 False 40000 1 3 10
190   0.2 False None 1 1 0.05
191   0.2 False None 1 1 0.1
192   0.2 False None 1 1 0.2
193   0.2 False None 1 1 0.5
194   0.2 False None 1 1 1
195   0.2 False None 1 1 2
196   0.2 False None 1 1 10
197   0.2 False None 1 2 0.05
198   0.2 False None 1 2 0.1
199   0.2 False None 1 2 0.2
200   0.2 False None 1 2 0.5
201   0.2 False None 1 2 1
202   0.2 False None 1 2 2
203   0.2 False None 1 2 10
204   0.2 False None 1 3 0.05
205   0.2 False None 1 3 0.1
206   0.2 False None 1 3 0.2
207   0.2 False None 1 3 0.5
208   0.2 False None 1 3 1
209   0.2 False None 1 3 2
210   0.2 False None 1 3 10
211   0.4 True 5000 1 1 0.05
212   0.4 True 5000 1 1 0.1
213   0.4 True 5000 1 1 0.2
214   0.4 True 5000 1 1 0.5
215   0.4 True 5000 1 1 1
216   0.4 True 5000 1 1 2
217   0.4 True 5000 1 1 10
218   0.4 True 5000 1 2 0.05
219   0.4 True 5000 1 2 0.1
220   0.4 True 5000 1 2 0.2
221   0.4 True 5000 1 2 0.5
222   0.4 True 5000 1 2 1
223   0.4 True 5000 1 2 2
224   0.4 True 5000 1 2 10
225   0.4 True 5000 1 3 0.05
226   0.4 True 5000 1 3 0.1
227   0.4 True 5000 1 3 0.2
228   0.4 True 5000 1 3 0.5
229   0.4 True 5000 1 3 1
230   0.4 True 5000 1 3 2
231   0.4 True 5000 1 3 10
232   0.4 True 10000 1 1 0.05
233   0.4 True 10000 1 1 0.1
234   0.4 True 10000 1 1 0.2
235   0.4 True 10000 1 1 0.5
236   0.4 True 10000 1 1 1
237   0.4 True 10000 1 1 2
238   0.4 True 10000 1 1 10
239   0.4 True 10000 1 2 0.05
240   0.4 True 10000 1 2 0.1
241   0.4 True 10000 1 2 0.2
242   0.4 True 10000 1 2 0.5
243   0.4 True 10000 1 2 1
244   0.4 True 10000 1 2 2
245   0.4 True 10000 1 2 10
246   0.4 True 10000 1 3 0.05
247   0.4 True 10000 1 3 0.1
248   0.4 True 10000 1 3 0.2
249   0.4 True 10000 1 3 0.5
250   0.4 True 10000 1 3 1
251   0.4 True 10000 1 3 2
252   0.4 True 10000 1 3 10
253   0.4 True 20000 1 1 0.05
254   0.4 True 20000 1 1 0.1
255   0.4 True 20000 1 1 0.2
256   0.4 True 20000 1 1 0.5
257   0.4 True 20000 1 1 1
258   0.4 True 20000 1 1 2
259   0.4 True 20000 1 1 10
260   0.4 True 20000 1 2 0.05
261   0.4 True 20000 1 2 0.1
262   0.4 True 20000 1 2 0.2
263   0.4 True 20000 1 2 0.5
264   0.4 True 20000 1 2 1
265   0.4 True 20000 1 2 2
266   0.4 True 20000 1 2 10
267   0.4 True 20000 1 3 0.05
268   0.4 True 20000 1 3 0.1
269   0.4 True 20000 1 3 0.2
270   0.4 True 20000 1 3 0.5
271   0.4 True 20000 1 3 1
272   0.4 True 20000 1 3 2
273   0.4 True 20000 1 3 10
274   0.4 True 40000 1 1 0.05
275   0.4 True 40000 1 1 0.1
276   0.4 True 40000 1 1 0.2
277   0.4 True 40000 1 1 0.5
278   0.4 True 40000 1 1 1
279   0.4 True 40000 1 1 2
280   0.4 True 40000 1 1 10
281   0.4 True 40000 1 2 0.05
282   0.4 True 40000 1 2 0.1
283   0.4 True 40000 1 2 0.2
284   0.4 True 40000 1 2 0.5
285   0.4 True 40000 1 2 1
286   0.4 True 40000 1 2 2
287   0.4 True 40000 1 2 10
288   0.4 True 40000 1 3 0.05
289   0.4 True 40000 1 3 0.1
290   0.4 True 40000 1 3 0.2
291   0.4 True 40000 1 3 0.5
292   0.4 True 40000 1 3 1
293   0.4 True 40000 1 3 2
294   0.4 True 40000 1 3 10
295   0.4 True None 1 1 0.05
296   0.4 True None 1 1 0.1
297   0.4 True None 1 1 0.2
298   0.4 True None 1 1 0.5
299   0.4 True None 1 1 1
300   0.4 True None 1 1 2
301   0.4 True None 1 1 10
302   0.4 True None 1 2 0.05
303   0.4 True None 1 2 0.1
304   0.4 True None 1 2 0.2
305   0.4 True None 1 2 0.5
306   0.4 True None 1 2 1
307   0.4 True None 1 2 2
308   0.4 True None 1 2 10
309   0.4 True None 1 3 0.05
310   0.4 True None 1 3 0.1
311   0.4 True None 1 3 0.2
312   0.4 True None 1 3 0.5
313   0.4 True None 1 3 1
314   0.4 True None 1 3 2
315   0.4 True None 1 3 10
316   0.4 False 5000 1 1 0.05
317   0.4 False 5000 1 1 0.1
318   0.4 False 5000 1 1 0.2
319   0.4 False 5000 1 1 0.5
320   0.4 False 5000 1 1 1
321   0.4 False 5000 1 1 2
322   0.4 False 5000 1 1 10
323   0.4 False 5000 1 2 0.05
324   0.4 False 5000 1 2 0.1
325   0.4 False 5000 1 2 0.2
326   0.4 False 5000 1 2 0.5
327   0.4 False 5000 1 2 1
328   0.4 False 5000 1 2 2
329   0.4 False 5000 1 2 10
330   0.4 False 5000 1 3 0.05
331   0.4 False 5000 1 3 0.1
332   0.4 False 5000 1 3 0.2
333   0.4 False 5000 1 3 0.5
334   0.4 False 5000 1 3 1
335   0.4 False 5000 1 3 2
336   0.4 False 5000 1 3 10
337   0.4 False 10000 1 1 0.05
338   0.4 False 10000 1 1 0.1
339   0.4 False 10000 1 1 0.2
340   0.4 False 10000 1 1 0.5
341   0.4 False 10000 1 1 1
342   0.4 False 10000 1 1 2
343   0.4 False 10000 1 1 10
344   0.4 False 10000 1 2 0.05
345   0.4 False 10000 1 2 0.1
346   0.4 False 10000 1 2 0.2
347   0.4 False 10000 1 2 0.5
348   0.4 False 10000 1 2 1
349   0.4 False 10000 1 2 2
350   0.4 False 10000 1 2 10
351   0.4 False 10000 1 3 0.05
352   0.4 False 10000 1 3 0.1
353   0.4 False 10000 1 3 0.2
354   0.4 False 10000 1 3 0.5
355   0.4 False 10000 1 3 1
356   0.4 False 10000 1 3 2
357   0.4 False 10000 1 3 10
358   0.4 False 20000 1 1 0.05
359   0.4 False 20000 1 1 0.1
360   0.4 False 20000 1 1 0.2
361   0.4 False 20000 1 1 0.5
362   0.4 False 20000 1 1 1
363   0.4 False 20000 1 1 2
364   0.4 False 20000 1 1 10
365   0.4 False 20000 1 2 0.05
366   0.4 False 20000 1 2 0.1
367   0.4 False 20000 1 2 0.2
368   0.4 False 20000 1 2 0.5
369   0.4 False 20000 1 2 1
370   0.4 False 20000 1 2 2
371   0.4 False 20000 1 2 10
372   0.4 False 20000 1 3 0.05
373   0.4 False 20000 1 3 0.1
374   0.4 False 20000 1 3 0.2
375   0.4 False 20000 1 3 0.5
376   0.4 False 20000 1 3 1
377   0.4 False 20000 1 3 2
378   0.4 False 20000 1 3 10
379   0.4 False 40000 1 1 0.05
380   0.4 False 40000 1 1 0.1
381   0.4 False 40000 1 1 0.2
382   0.4 False 40000 1 1 0.5
383   0.4 False 40000 1 1 1
384   0.4 False 40000 1 1 2
385   0.4 False 40000 1 1 10
386   0.4 False 40000 1 2 0.05
387   0.4 False 40000 1 2 0.1
388   0.4 False 40000 1 2 0.2
389   0.4 False 40000 1 2 0.5
390   0.4 False 40000 1 2 1
391   0.4 False 40000 1 2 2
392   0.4 False 40000 1 2 10
393   0.4 False 40000 1 3 0.05
394   0.4 False 40000 1 3 0.1
395   0.4 False 40000 1 3 0.2
396   0.4 False 40000 1 3 0.5
397   0.4 False 40000 1 3 1
398   0.4 False 40000 1 3 2
399   0.4 False 40000 1 3 10
400   0.4 False None 1 1 0.05
401   0.4 False None 1 1 0.1
402   0.4 False None 1 1 0.2
403   0.4 False None 1 1 0.5
404   0.4 False None 1 1 1
405   0.4 False None 1 1 2
406   0.4 False None 1 1 10
407   0.4 False None 1 2 0.05
408   0.4 False None 1 2 0.1
409   0.4 False None 1 2 0.2
410   0.4 False None 1 2 0.5
411   0.4 False None 1 2 1
412   0.4 False None 1 2 2
413   0.4 False None 1 2 10
414   0.4 False None 1 3 0.05
415   0.4 False None 1 3 0.1
416   0.4 False None 1 3 0.2
417   0.4 False None 1 3 0.5
418   0.4 False None 1 3 1
419   0.4 False None 1 3 2
420   0.4 False None 1 3 10
421   0.5 True 5000 1 1 0.05
422   0.5 True 5000 1 1 0.1
423   0.5 True 5000 1 1 0.2
424   0.5 True 5000 1 1 0.5
425   0.5 True 5000 1 1 1
426   0.5 True 5000 1 1 2
427   0.5 True 5000 1 1 10
428   0.5 True 5000 1 2 0.05
429   0.5 True 5000 1 2 0.1
430   0.5 True 5000 1 2 0.2
431   0.5 True 5000 1 2 0.5
432   0.5 True 5000 1 2 1
433   0.5 True 5000 1 2 2
434   0.5 True 5000 1 2 10
435   0.5 True 5000 1 3 0.05
436   0.5 True 5000 1 3 0.1
437   0.5 True 5000 1 3 0.2
438   0.5 True 5000 1 3 0.5
439   0.5 True 5000 1 3 1
440   0.5 True 5000 1 3 2
441   0.5 True 5000 1 3 10
442   0.5 True 10000 1 1 0.05
443   0.5 True 10000 1 1 0.1
444   0.5 True 10000 1 1 0.2
445   0.5 True 10000 1 1 0.5
446   0.5 True 10000 1 1 1
447   0.5 True 10000 1 1 2
448   0.5 True 10000 1 1 10
449   0.5 True 10000 1 2 0.05
450   0.5 True 10000 1 2 0.1
451   0.5 True 10000 1 2 0.2
452   0.5 True 10000 1 2 0.5
453   0.5 True 10000 1 2 1
454   0.5 True 10000 1 2 2
455   0.5 True 10000 1 2 10
456   0.5 True 10000 1 3 0.05
457   0.5 True 10000 1 3 0.1
458   0.5 True 10000 1 3 0.2
459   0.5 True 10000 1 3 0.5
460   0.5 True 10000 1 3 1
461   0.5 True 10000 1 3 2
462   0.5 True 10000 1 3 10
463   0.5 True 20000 1 1 0.05
464   0.5 True 20000 1 1 0.1
465   0.5 True 20000 1 1 0.2
466   0.5 True 20000 1 1 0.5
467   0.5 True 20000 1 1 1
468   0.5 True 20000 1 1 2
469   0.5 True 20000 1 1 10
470   0.5 True 20000 1 2 0.05
471   0.5 True 20000 1 2 0.1
472   0.5 True 20000 1 2 0.2
473   0.5 True 20000 1 2 0.5
474   0.5 True 20000 1 2 1
475   0.5 True 20000 1 2 2
476   0.5 True 20000 1 2 10
477   0.5 True 20000 1 3 0.05
478   0.5 True 20000 1 3 0.1
479   0.5 True 20000 1 3 0.2
480   0.5 True 20000 1 3 0.5
481   0.5 True 20000 1 3 1
482   0.5 True 20000 1 3 2
483   0.5 True 20000 1 3 10
484   0.5 True 40000 1 1 0.05
485   0.5 True 40000 1 1 0.1
486   0.5 True 40000 1 1 0.2
487   0.5 True 40000 1 1 0.5
488   0.5 True 40000 1 1 1
489   0.5 True 40000 1 1 2
490   0.5 True 40000 1 1 10
491   0.5 True 40000 1 2 0.05
492   0.5 True 40000 1 2 0.1
493   0.5 True 40000 1 2 0.2
494   0.5 True 40000 1 2 0.5
495   0.5 True 40000 1 2 1
496   0.5 True 40000 1 2 2
497   0.5 True 40000 1 2 10
498   0.5 True 40000 1 3 0.05
499   0.5 True 40000 1 3 0.1
500   0.5 True 40000 1 3 0.2
501   0.5 True 40000 1 3 0.5
502   0.5 True 40000 1 3 1
503   0.5 True 40000 1 3 2
504   0.5 True 40000 1 3 10
505   0.5 True None 1 1 0.05
506   0.5 True None 1 1 0.1
507   0.5 True None 1 1 0.2
508   0.5 True None 1 1 0.5
509   0.5 True None 1 1 1
510   0.5 True None 1 1 2
511   0.5 True None 1 1 10
512   0.5 True None 1 2 0.05
513   0.5 True None 1 2 0.1
514   0.5 True None 1 2 0.2
515   0.5 True None 1 2 0.5
516   0.5 True None 1 2 1
517   0.5 True None 1 2 2
518   0.5 True None 1 2 10
519   0.5 True None 1 3 0.05
520   0.5 True None 1 3 0.1
521   0.5 True None 1 3 0.2
522   0.5 True None 1 3 0.5
523   0.5 True None 1 3 1
524   0.5 True None 1 3 2
525   0.5 True None 1 3 10
526   0.5 False 5000 1 1 0.05
527   0.5 False 5000 1 1 0.1
528   0.5 False 5000 1 1 0.2
529   0.5 False 5000 1 1 0.5
530   0.5 False 5000 1 1 1
531   0.5 False 5000 1 1 2
532   0.5 False 5000 1 1 10
533   0.5 False 5000 1 2 0.05
534   0.5 False 5000 1 2 0.1
535   0.5 False 5000 1 2 0.2
536   0.5 False 5000 1 2 0.5
537   0.5 False 5000 1 2 1
538   0.5 False 5000 1 2 2
539   0.5 False 5000 1 2 10
540   0.5 False 5000 1 3 0.05
541   0.5 False 5000 1 3 0.1
542   0.5 False 5000 1 3 0.2
543   0.5 False 5000 1 3 0.5
544   0.5 False 5000 1 3 1
545   0.5 False 5000 1 3 2
546   0.5 False 5000 1 3 10
547   0.5 False 10000 1 1 0.05
548   0.5 False 10000 1 1 0.1
549   0.5 False 10000 1 1 0.2
550   0.5 False 10000 1 1 0.5
551   0.5 False 10000 1 1 1
552   0.5 False 10000 1 1 2
553   0.5 False 10000 1 1 10
554   0.5 False 10000 1 2 0.05
555   0.5 False 10000 1 2 0.1
556   0.5 False 10000 1 2 0.2
557   0.5 False 10000 1 2 0.5
558   0.5 False 10000 1 2 1
559   0.5 False 10000 1 2 2
560   0.5 False 10000 1 2 10
561   0.5 False 10000 1 3 0.05
562   0.5 False 10000 1 3 0.1
563   0.5 False 10000 1 3 0.2
564   0.5 False 10000 1 3 0.5
565   0.5 False 10000 1 3 1
566   0.5 False 10000 1 3 2
567   0.5 False 10000 1 3 10
568   0.5 False 20000 1 1 0.05
569   0.5 False 20000 1 1 0.1
570   0.5 False 20000 1 1 0.2
571   0.5 False 20000 1 1 0.5
572   0.5 False 20000 1 1 1
573   0.5 False 20000 1 1 2
574   0.5 False 20000 1 1 10
575   0.5 False 20000 1 2 0.05
576   0.5 False 20000 1 2 0.1
577   0.5 False 20000 1 2 0.2
578   0.5 False 20000 1 2 0.5
579   0.5 False 20000 1 2 1
580   0.5 False 20000 1 2 2
581   0.5 False 20000 1 2 10
582   0.5 False 20000 1 3 0.05
583   0.5 False 20000 1 3 0.1
584   0.5 False 20000 1 3 0.2
585   0.5 False 20000 1 3 0.5
586   0.5 False 20000 1 3 1
587   0.5 False 20000 1 3 2
588   0.5 False 20000 1 3 10
589   0.5 False 40000 1 1 0.05
590   0.5 False 40000 1 1 0.1
591   0.5 False 40000 1 1 0.2
592   0.5 False 40000 1 1 0.5
593   0.5 False 40000 1 1 1
594   0.5 False 40000 1 1 2
595   0.5 False 40000 1 1 10
596   0.5 False 40000 1 2 0.05
597   0.5 False 40000 1 2 0.1
598   0.5 False 40000 1 2 0.2
599   0.5 False 40000 1 2 0.5
600   0.5 False 40000 1 2 1
601   0.5 False 40000 1 2 2
602   0.5 False 40000 1 2 10
603   0.5 False 40000 1 3 0.05
604   0.5 False 40000 1 3 0.1
605   0.5 False 40000 1 3 0.2
606   0.5 False 40000 1 3 0.5
607   0.5 False 40000 1 3 1
608   0.5 False 40000 1 3 2
609   0.5 False 40000 1 3 10
610   0.5 False None 1 1 0.05
611   0.5 False None 1 1 0.1
612   0.5 False None 1 1 0.2
613   0.5 False None 1 1 0.5
614   0.5 False None 1 1 1
615   0.5 False None 1 1 2
616   0.5 False None 1 1 10
617   0.5 False None 1 2 0.05
618   0.5 False None 1 2 0.1
619   0.5 False None 1 2 0.2
620   0.5 False None 1 2 0.5
621   0.5 False None 1 2 1
622   0.5 False None 1 2 2
623   0.5 False None 1 2 10
624   0.5 False None 1 3 0.05
625   0.5 False None 1 3 0.1
626   0.5 False None 1 3 0.2
627   0.5 False None 1 3 0.5
628   0.5 False None 1 3 1
629   0.5 False None 1 3 2
630   0.5 False None 1 3 10
631   0.6 True 5000 1 1 0.05
632   0.6 True 5000 1 1 0.1
633   0.6 True 5000 1 1 0.2
634   0.6 True 5000 1 1 0.5
635   0.6 True 5000 1 1 1
636   0.6 True 5000 1 1 2
637   0.6 True 5000 1 1 10
638   0.6 True 5000 1 2 0.05
639   0.6 True 5000 1 2 0.1
640   0.6 True 5000 1 2 0.2
641   0.6 True 5000 1 2 0.5
642   0.6 True 5000 1 2 1
643   0.6 True 5000 1 2 2
644   0.6 True 5000 1 2 10
645   0.6 True 5000 1 3 0.05
646   0.6 True 5000 1 3 0.1
647   0.6 True 5000 1 3 0.2
648   0.6 True 5000 1 3 0.5
649   0.6 True 5000 1 3 1
650   0.6 True 5000 1 3 2
651   0.6 True 5000 1 3 10
652   0.6 True 10000 1 1 0.05
653   0.6 True 10000 1 1 0.1
654   0.6 True 10000 1 1 0.2
655   0.6 True 10000 1 1 0.5
656   0.6 True 10000 1 1 1
657   0.6 True 10000 1 1 2
658   0.6 True 10000 1 1 10
659   0.6 True 10000 1 2 0.05
660   0.6 True 10000 1 2 0.1
661   0.6 True 10000 1 2 0.2
662   0.6 True 10000 1 2 0.5
663   0.6 True 10000 1 2 1
664   0.6 True 10000 1 2 2
665   0.6 True 10000 1 2 10
666   0.6 True 10000 1 3 0.05
667   0.6 True 10000 1 3 0.1
668   0.6 True 10000 1 3 0.2
669   0.6 True 10000 1 3 0.5
670   0.6 True 10000 1 3 1
671   0.6 True 10000 1 3 2
672   0.6 True 10000 1 3 10
673   0.6 True 20000 1 1 0.05
674   0.6 True 20000 1 1 0.1
675   0.6 True 20000 1 1 0.2
676   0.6 True 20000 1 1 0.5
677   0.6 True 20000 1 1 1
678   0.6 True 20000 1 1 2
679   0.6 True 20000 1 1 10
680   0.6 True 20000 1 2 0.05
681   0.6 True 20000 1 2 0.1
682   0.6 True 20000 1 2 0.2
683   0.6 True 20000 1 2 0.5
684   0.6 True 20000 1 2 1
685   0.6 True 20000 1 2 2
686   0.6 True 20000 1 2 10
687   0.6 True 20000 1 3 0.05
688   0.6 True 20000 1 3 0.1
689   0.6 True 20000 1 3 0.2
690   0.6 True 20000 1 3 0.5
691   0.6 True 20000 1 3 1
692   0.6 True 20000 1 3 2
693   0.6 True 20000 1 3 10
694   0.6 True 40000 1 1 0.05
695   0.6 True 40000 1 1 0.1
696   0.6 True 40000 1 1 0.2
697   0.6 True 40000 1 1 0.5
698   0.6 True 40000 1 1 1
699   0.6 True 40000 1 1 2
700   0.6 True 40000 1 1 10
701   0.6 True 40000 1 2 0.05
702   0.6 True 40000 1 2 0.1
703   0.6 True 40000 1 2 0.2
704   0.6 True 40000 1 2 0.5
705   0.6 True 40000 1 2 1
706   0.6 True 40000 1 2 2
707   0.6 True 40000 1 2 10
708   0.6 True 40000 1 3 0.05
709   0.6 True 40000 1 3 0.1
710   0.6 True 40000 1 3 0.2
711   0.6 True 40000 1 3 0.5
712   0.6 True 40000 1 3 1
713   0.6 True 40000 1 3 2
714   0.6 True 40000 1 3 10
715   0.6 True None 1 1 0.05
716   0.6 True None 1 1 0.1
717   0.6 True None 1 1 0.2
718   0.6 True None 1 1 0.5
719   0.6 True None 1 1 1
720   0.6 True None 1 1 2
721   0.6 True None 1 1 10
722   0.6 True None 1 2 0.05
723   0.6 True None 1 2 0.1
724   0.6 True None 1 2 0.2
725   0.6 True None 1 2 0.5
726   0.6 True None 1 2 1
727   0.6 True None 1 2 2
728   0.6 True None 1 2 10
729   0.6 True None 1 3 0.05
730   0.6 True None 1 3 0.1
731   0.6 True None 1 3 0.2
732   0.6 True None 1 3 0.5
733   0.6 True None 1 3 1
734   0.6 True None 1 3 2
735   0.6 True None 1 3 10
736   0.6 False 5000 1 1 0.05
737   0.6 False 5000 1 1 0.1
738   0.6 False 5000 1 1 0.2
739   0.6 False 5000 1 1 0.5
740   0.6 False 5000 1 1 1
741   0.6 False 5000 1 1 2
742   0.6 False 5000 1 1 10
743   0.6 False 5000 1 2 0.05
744   0.6 False 5000 1 2 0.1
745   0.6 False 5000 1 2 0.2
746   0.6 False 5000 1 2 0.5
747   0.6 False 5000 1 2 1
748   0.6 False 5000 1 2 2
749   0.6 False 5000 1 2 10
750   0.6 False 5000 1 3 0.05
751   0.6 False 5000 1 3 0.1
752   0.6 False 5000 1 3 0.2
753   0.6 False 5000 1 3 0.5
754   0.6 False 5000 1 3 1
755   0.6 False 5000 1 3 2
756   0.6 False 5000 1 3 10
757   0.6 False 10000 1 1 0.05
758   0.6 False 10000 1 1 0.1
759   0.6 False 10000 1 1 0.2
760   0.6 False 10000 1 1 0.5
761   0.6 False 10000 1 1 1
762   0.6 False 10000 1 1 2
763   0.6 False 10000 1 1 10
764   0.6 False 10000 1 2 0.05
765   0.6 False 10000 1 2 0.1
766   0.6 False 10000 1 2 0.2
767   0.6 False 10000 1 2 0.5
768   0.6 False 10000 1 2 1
769   0.6 False 10000 1 2 2
770   0.6 False 10000 1 2 10
771   0.6 False 10000 1 3 0.05
772   0.6 False 10000 1 3 0.1
773   0.6 False 10000 1 3 0.2
774   0.6 False 10000 1 3 0.5
775   0.6 False 10000 1 3 1
776   0.6 False 10000 1 3 2
777   0.6 False 10000 1 3 10
778   0.6 False 20000 1 1 0.05
779   0.6 False 20000 1 1 0.1
780   0.6 False 20000 1 1 0.2
781   0.6 False 20000 1 1 0.5
782   0.6 False 20000 1 1 1
783   0.6 False 20000 1 1 2
784   0.6 False 20000 1 1 10
785   0.6 False 20000 1 2 0.05
786   0.6 False 20000 1 2 0.1
787   0.6 False 20000 1 2 0.2
